title,creators,title_screen,abstract_screen,reason
Episode- and Hospital-Level Modeling of Pan-Resistant Healthcare-Associated Infections (2020–2024) Using TabTransformer and Attention-Based LSTM Forecasting,"Luchian, Nicoleta ; Salim, Camer ; Condratovici, Alina Plesea ; Marcu, Constantin ; Buzea, Călin Gheorghe ; Matei, Mădalina Nicoleta ; Dinu, Ciprian Adrian ; Duceac (Covrig), Mădălina ; Elkan, Eva Maria ; Rusu, Dragoș Ioan ; Ochiuz, Lăcrămioara ; Duceac, Letiția Doina",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Traditional Chinese medicine-based visual assessment of tongue features associated with current cancer vs. no cancer history: a matched case-control study,"Wu, Maria Benxia ; Stylianou, Stella ; Wu, Yong-Kang ; Kimble, Benjamin ; May, Brian ; Chan, Vincent ; Chen, Meng-Hua ; Mansu, Suzi ; Dong, Lin ; Oh, Byeongsang ; Sze, Daniel Man-yuen ; Zheng, Zhen",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Running version control systems and continuous integration to fulfil CERN and LHC experiments needs,"Posada Trobo, Ismael ; Evangelou, Konstantinos ; Suara, Subhashis",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Chronicles of astra: challenges and lessons from the first petascale arm supercomputer,"Pedretti, Kevin ; Younge, Andrew J. ; Hammond, Simon D. ; Laros, James H. ; Curry, Matthew L. ; Aguilar, Michael J. ; Hoekstra, Robert J. ; Brightwell, Ron",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Visual Multi Feature Fusion for Precise Robot Grasping: A Comprehensive Analysis,"Chang, Hui ; Liu, Zexiang",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Improving Vulnerability Analysis of Docker Images,"Khasanov, Ilnar ; Sadovykh, Andrey",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Intercepting and Monitoring Potentially Malicious Payloads with Web Honeypots,"Visalom, Rareș-Mihail ; Mihăilescu, Maria-Elena ; Rughiniș, Răzvan ; Țurcanu, Dinu",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Developing best practices for genotyping-by-sequencing analysis in the construction of linkage maps,"Taniguti, Cristiane Hayumi ; Taniguti, Lucas Mitsuo ; Amadeu, Rodrigo Rampazo ; Lau, Jeekin ; Gesteira, Gabriel de Siqueira ; Oliveira, Thiago de Paula ; Ferreira, Getulio Caixeta ; Pereira, Guilherme da Silva ; Byrne, David ; Mollinari, Marcelo ; Riera-Lizarazu, Oscar ; Garcia, Antonio Augusto Franco",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Horizontal Scaling Implementation with Container Orchestrator. Reliability Analysis during Stress and Performance Testing,"DINCA, A.-M. ; AXINTE, S.-D. ; BACIVAROV, I. ; PETRICA, G.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
AskIt: Unified Programming Interface for Programming with Large Language Models,"Okuda, Katsumi ; Amarasinghe, Saman",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Optimizing Docker Container Placement in Heterogeneous Clusters Using a Modified Log-Structured Merge Scheme,"Vijayaraj, V. ; Balamurugan, M. ; Oberoi, Monisha",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Transpilers: A Systematic Mapping Review of Their Usage in Research and Industry,"Bastidas Fuertes, Andrés ; Pérez, María ; Meza Hormaza, Jaime",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Deploying Efficiently Modern Applications on Cloud,"Perri, Damiano ; Simonetti, Marco ; Gervasi, Osvaldo",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Repository Approaches to Improving the Quality of Shared Data and Code,"Trisovic, Ana ; Mika, Katherine ; Boyd, Ceilyn ; Feger, Sebastian ; Crosas, Mercè",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
FuzzBench: an open fuzzer benchmarking platform and service,"Metzman, Jonathan ; Szekeres, László ; Simon, Laurent ; Sprabery, Read ; Arya, Abhishek",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Containerizing CS50: Standardizing Students' Programming Environments,"Malan, David J.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Blockchain Technology for Intelligent Environments,"Voulgaris, Spyros ; Fotiou, Nikos ; Siris, Vasilios A. ; Polyzos, George C. ; Jaatinen, Mikael ; Oikonomidis, Yannis",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Influence of Topography on Sustainable Land Management: An Analysis of Socioeconomic and Ecodemographic Conditions of Nepal,"Bhattarai, Keshav ; Yousef, Mahmoud ; Greife, Alice ; Naraharisetti, S.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Successes and Struggles with Computational Reproducibility: Lessons from the Fragile Families Challenge,"Liu, David M. ; Salganik, Matthew J.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
A new deployment method of the archiver application with Kubernetes for the CAFe facility,"Wang, Rui ; Guo, Yuhui ; Xie, Nian ; Gu, Ruifeng ; Li, Zhaoyang",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Cognitive Reflection in Software Verification and Testing,"Buffardi, Kevin",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Optimal DNN primitive selection with partitioned boolean quadratic programming,"Anderson, Andrew ; Gregg, David",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Toward Open Computational Communication Science: A Practical Road Map for Reusable Data and Code,"van Atteveldt, Wouter ; Strycharz, Joanna ; Trilling, Damian ; Welbers, Kasper",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Federated analysis of BRCA1 and BRCA2 variation in a Japanese cohort,"Casaletto, James ; Parsons, Michael ; Markello, Charles ; Iwasaki, Yusuke ; Momozawa, Yukihide ; Spurdle, Amanda B. ; Cline, Melissa",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
MaRe: Processing Big Data with application containers on Apache Spark,"Capuccini, Marco ; Dahlö, Martin ; Toor, Salman ; Spjuth, Ola",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Image-based many-language programming language identification,"Del Bonifro, Francesca ; Gabbrielli, Maurizio ; Lategano, Antonio ; Zacchiroli, Stefano",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Software Quality Assessment of a Web Application for Biomedical Data Analysis,"Wiese, Lena ; Wiese, Ingmar ; Lietz, Kristina; Desai, Bipin C. ; Desai, Bipin C. ; Ullman, Jeffrey ; McClatchey, Richard ; Toyoma, Motomichi",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
GPU simulation with Opticks: The future of optical simulations for LZ,"Creaner, Oisín ; Blyth, Simon ; Eriksen, Sam ; Gerhardt, Lisa ; Monzani, Maria Elena ; Riffard, Quentin",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
TestREx: a framework for repeatable exploits,"Dashevskyi, Stanislav ; dos Santos, Daniel Ricardo ; Massacci, Fabio ; Sabetta, Antonino",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"Making simulation results reproducible—Survey, guidelines, and examples based on Gradle and Docker","Elmenreich, Wilfried ; Moll, Philipp ; Theuermann, Sebastian ; Lux, Mathias",PASS,FAIL,"Docker is one of several general reproducibility tools discussed alongside Gradle; broad survey on research reproducibility practices, not Dockerfile/Docker build quality."
Towards Improving Productivity in NMap Security Audits,"Redondo Redondo, Jose Manuel ; Cuesta, Daniel",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
The Scientific Filesystem,"Sochat, Vanessa",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Software training for the next generation of physicists: joint experience of LHCb and ALICE,"Berzano, Dario ; Burr, Chris ; Beck, Hans ; Bellée, Violaine ; Bertens, Redmer Alexander ; Navarro, Albert Puig",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
OpenStreetMap history for intrinsic quality assessment: Is OSM up-to-date?,"Frassinelli, Francesco ; Minghini, Marco",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
SBOM Ouverture: What We Need and What We Have,"Dalia, Gregorio ; Visaggio, Corrado Aaron ; Di Sorbo, Andrea ; Canfora, Gerardo",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Low-Latency Live Video Streaming over a Low-Earth-Orbit Satellite Network with DASH,"Zhao, Jinwei ; Pan, Jianping",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Towards Understanding Third-party Library Dependency in C/C++ Ecosystem,"Tang, Wei ; Xu, Zhengzi ; Liu, Chengwei ; Wu, Jiahui ; Yang, Shouguo ; Li, Yi ; Luo, Ping ; Liu, Yang",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
SNAPPY: programmable kernel-level policies for containers,"Bélair, Maxime ; Laniepce, Sylvie ; Menaud, Jean-Marc",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Smart Brix—a continuous evolution framework for container application deployments,"Schleicher, Johannes M. ; Vögler, Michael ; Inzinger, Christian ; Dustdar, Schahram",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
High-Performance GPU-to-CPU Transpilation and Optimization via High-Level Parallel Constructs,"Moses, William S. ; Ivanov, Ivan R. ; Domke, Jens ; Endo, Toshio ; Doerfert, Johannes ; Zinenko, Oleksandr",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
GenomeHubs: Simple containerised setup of a custom Ensembl database and web server for any species,"Challis, Richard J ; Kumar, Sujai ; Stevens, Lewis ; Blaxter, Mark",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
SecureLoop: Design Space Exploration of Secure DNN Accelerators,"Lee, Kyungmi ; Yan, Mengjia ; Emer, Joel ; Chandrakasan, Anantha",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Changes in Coding Behavior and Performance Since the Introduction of LLMs,"Zhang, Yufan ; Savelka, Jaromir ; Goldstein, Seth ; Conway, Michael",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Sequential Specifications for Precise Hardware Exceptions,"Yao, Yulun ; Zagieboylo, Drew ; Myers, Andrew C. ; Suh, G. Edward",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"An Orchestration Engine for Scalable, On-Demand AI Phenotyping from UAS Imagery in Agriculture","Waltz, Lucas ; Sridhar, Sarikaa ; Waltz, Ryan ; Rodriguez, Paul ; Hong, Chaeun ; Ghoorkhanian, Armeen ; DiMarco, Nicole ; Machiraju, Raghu ; Khanal, Sami",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Sharded Elimination and Combining for Highly-Efficient Concurrent Stacks,"Singh, Ajay ; Metaxakis, Nikos ; Fatourou, Panagiota",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Neural-machine-translation-based commit message generation: how far are we?,"Liu, Zhongxin ; Xia, Xin ; Hassan, Ahmed E. ; Lo, David ; Xing, Zhenchang ; Wang, Xinyu",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
VeriFogOps: Automated Deployment Tool Selection and CI/CD Pipeline Generation for Verifying Fog Systems at Deployment Time,"Awad, Hiba ; Ledoux, Thomas ; Bruneliere, Hugo ; Rivalan, Jonathan",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
AGAThA: Fast and Efficient GPU Acceleration of Guided Sequence Alignment for Long Read Mapping,"Park, Seongyeon ; Hong, Junguk ; Song, Jaeyong ; Kim, Hajin ; Kim, Youngsok ; Lee, Jinho",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Fast and Efficient Scaling for Microservices with SurgeGuard,"Ghosh, Anyesha ; Yadwadkar, Neeraja J. ; Erez, Mattan",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
CRUSH: A Credit-Based Approach for Functional Unit Sharing in Dynamically Scheduled HLS,"Xu, Jiahui ; Josipovic, Lana",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Unveiling the Invisible: Detection and Evaluation of Prototype Pollution Gadgets with Dynamic Taint Analysis,"Shcherbakov, Mikhail ; Moosbrugger, Paul ; Balliu, Musard",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Eva: Cost-Efficient Cloud-Based Cluster Scheduling,"Chang, Tzu-Tao ; Venkataraman, Shivaram",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Mapping High-Level Concurrency from OpenMP and MPI to ThreadSanitizer Fibers,"Jenke, Joachim ; Schwitanski, Simon ; Thärigen, Isabel ; Müller, Matthias S.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Perspective: A Sensible Approach to Speculative Automatic Parallelization,"Apostolakis, Sotiris ; Xu, Ziyang ; Chan, Greg ; Campanoni, Simone ; August, David I.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Shiny Concurrency: Scaling Single-Threaded and Resource Intensive Applications,"Crossett, Jonathan ; Qi, Jing ; Cowen, William ; Gagne, Elijah ; Darabos, Christian; Brown, Shawn T. ; Oehsen, Barr von ; Adams, Eric ; Siegmann, Eva",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Evaluating Tools for Enhancing Reproducibility in Computational Scientific Experiments,"Costa, Lázaro ; Barbosa, Susana ; Cunha, Jácome",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Commutativity-guaranteed Docker Image Reconstruction towards Effective Layer Sharing,"Li, Sisi ; Zhou, Ao ; Ma, Xiao ; Xu, Mengwei ; Wang, Shangguang; Laforest, Frédérique ; Troncy, Raphaël ; Simperl, Elena ; Agarwal, Deepak ; Gionis, Aristides ; Herman, Ivan ; Médini, Lionel",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
SDN-Based Network Slicing Mechanism for a Scalable 4G/5G Core Network: A Kubernetes Approach,"Botez, Robert ; Costa-Requena, Jose ; Ivanciu, Iustin-Alexandru ; Strautiu, Vlad ; Dobrota, Virgil",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Accelerator integration in a tile-based SoC: lessons learned with a hardware floating point compression engine,"Liu, Xueyang ; Gonzalez-Guerrero, Patricia ; Peng, Ivy ; Minnich, Ronald ; Gokhale, Maya",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Middleware Support for Edge Data Analytics over Heterogeneous Scenarios,"Hu, Bo ; Hu, Wenjun",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
A Process-Aware Decision Support System for Business Processes,"Agarwal, Prerna ; Gao, Buyu ; Huo, Siyu ; Reddy, Prabhat ; Dechu, Sampath ; Obeidi, Yazan ; Muthusamy, Vinod ; Isahagian, Vatche ; Carbajales, Sebastian",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Self-clearing Strategy of Container Image in High Performance Job Scheduling,"Li, Kehao ; Gao, Hongbo ; Tang, Bo ; Yang, Ke",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Subgroup discovery in structural equation models,"Kiefer, Christoph ; Lemmerich, Florian ; Langenberg, Benedikt ; Mayer, Axel",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
ILIAD: a suite of automated Snakemake workflows for processing genomic data for downstream applications,"Herrick, Noah ; Walsh, Susan",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
DevOps and microservices in scientific system development: experience on a multi-year industry research project,"de Bayser, Maximillien ; Segura, Vinícius ; Azevedo, Leonardo G. ; Tizzei, Leonardo P. ; Thiago, Raphael ; Soares, Elton ; Cerqueira, Renato",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
A knowledge graph to interpret clinical proteomics data,"Santos, Alberto ; Colaço, Ana R. ; Nielsen, Annelaura B. ; Niu, Lili ; Strauss, Maximilian ; Geyer, Philipp E. ; Coscia, Fabian ; Albrechtsen, Nicolai J. Wewer ; Mundt, Filip ; Jensen, Lars Juhl ; Mann, Matthias",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Singularity: Scientific containers for mobility of compute,"Kurtzer, Gregory M. ; Sochat, Vanessa ; Bauer, Michael W.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Dynamic adaptive streaming for multi-viewpoint omnidirectional videos,"Corbillon, Xavier ; De Simone, Francesca ; Simon, Gwendal ; Frossard, Pascal",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Software development environment for collaborative research workflow in robotic system integration,"El Hafi, Lotfi ; Garcia Ricardez, Gustavo Alfonso ; von Drigalski, Felix ; Inoue, Yuki ; Yamamoto, Masaki ; Yamamoto, Takashi",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Using Microservices and Software Product Line Engineering to Support Reuse of Evolving Multi-tenant SaaS,"Tizzei, Leonardo P. ; Nery, Marcelo ; Segura, Vinícius C. V. B. ; Cerqueira, Renato F. G.; Cohen, Myra ; Acher, Mathieu ; Fuentes, Lidia ; Schall, Daniel ; Bosch, Jan ; Capilla, Rafael ; Bagheri, Ebrahim ; Xiong, Yingfei ; Troya, Javier ; Ruiz-Cortés, Antonio ; Benavides, David",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Experience Migrating a Pipeline for the C-MĀIKI gateway from Tapis v2 to Tapis v3,"Wong, Yick Ching ; Cleveland, Sean B. ; Jacobs, Gwen A.; Wernert, Julie ; Chalker, Alan ; Smallen, Shava ; Samuel, Tabitha ; Navarro, JP",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Turn the Rudder: A Beacon of Reentrancy Detection for Smart Contracts on Ethereum,"Zheng, Zibin ; Zhang, Neng ; Su, Jianzhong ; Zhong, Zhijie ; Ye, Mingxi ; Chen, Jiachi",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Unfair Inequality in Education: A Benchmark for AI-Fairness Research,"Giovanelli, Joseph ; Magnini, Matteo ; Ciatto, Giovanni ; Marrero, Angel S. ; Borghesi, Andrea ; Marrero, Gustavo A. ; Calegari, Roberta",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Research and Implementation on Intelligent Terminal Virtualization Technology,"Bai, Huifeng ; Huo, Chao ; Zhang, Ganghong ; He, Jinhong ; Gao, Jian ; Yin, Zhibin",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Scale-out beam longitudinal dynamics simulations,"Iliakis, Konstantinos ; Timko, Helga ; Xydis, Sotirios ; Soudris, Dimitrios",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Scientific workflow for state sequence analysis: a simple and reproducible tool,"Mrenda, Bakridine Mmadi ; Pellegrin, Liliane ; Marchi, Joffrey ; Chaudet, Hervé ; Texier, Gaëtan",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Latent Idiom Recognition for a Minimalist Functional Array Language Using Equality Saturation,"Van Der Cruysse, Jonathan ; Dubach, Christophe",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Virtual reality-empowered deep-learning analysis of brain cells,"Kaltenecker, Doris ; Al-Maskari, Rami ; Negwer, Moritz ; Hoeher, Luciano ; Kofler, Florian ; Zhao, Shan ; Todorov, Mihail ; Rong, Zhouyi ; Paetzold, Johannes Christian ; Wiestler, Benedikt ; Piraud, Marie ; Rueckert, Daniel ; Geppert, Julia ; Morigny, Pauline ; Rohm, Maria ; Menze, Bjoern H. ; Herzig, Stephan ; Berriel Diaz, Mauricio ; Ertürk, Ali",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
COVID-19 CG enables SARS-CoV-2 mutation and lineage tracking by locations and dates of interest,"Chen, Albert Tian ; Altschuler, Kevin ; Zhan, Shing Hei ; Chan, Yujia Alina ; Deverman, Benjamin E",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
EnzymeML: seamless data flow and modeling of enzymatic data,"Lauterbach, Simone ; Dienhart, Hannah ; Range, Jan ; Malzacher, Stephan ; Spöring, Jan-Dirk ; Rother, Dörte ; Pinto, Maria Filipa ; Martins, Pedro ; Lagerman, Colton E. ; Bommarius, Andreas S. ; Høst, Amalie Vang ; Woodley, John M. ; Ngubane, Sandile ; Kudanga, Tukayi ; Bergmann, Frank T. ; Rohwer, Johann M. ; Iglezakis, Dorothea ; Weidemann, Andreas ; Wittig, Ulrike ; Kettner, Carsten ; Swainston, Neil ; Schnell, Santiago ; Pleiss, Jürgen",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Using the Raspberry Pi and Docker for Replicable Performance Experiments: Experience Paper,"Knoche, Holger ; Eichelberger, Holger",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Research on Intelligent Cloud Test Platform,"Zhonghua, Huang ; Yuting, Yang ; Jing, Gao ; Kunlong, Wang",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Packaging and containerization of computational methods,"Alser, Mohammed ; Lawlor, Brendan ; Abdill, Richard J. ; Waymost, Sharon ; Ayyala, Ram ; Rajkumar, Neha ; LaPierre, Nathan ; Brito, Jaqueline ; Ribeiro-dos-Santos, André M. ; Almadhoun, Nour ; Sarwal, Varuni ; Firtina, Can ; Osinski, Tomasz ; Eskin, Eleazar ; Hu, Qiyang ; Strong, Derek ; Kim, Byoung-Do (B.D) ; Abedalthagafi, Malak S. ; Mutlu, Onur ; Mangul, Serghei",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Managing Privilege and Access on Federated Edge Platforms,"Breen, Joe ; Bryant, Lincoln ; Chen, Jiahui ; Ford, Emerson ; Gardner, Robert W. ; Glupker, Gage ; Griffith, Skyler ; Kulbertis, Ben ; McKee, Shawn ; Pierce, Rose ; Riedel, Benedikt ; Steinman, Mitchell ; Stidd, Jason ; Truong, Luan ; Van, Jeremy ; Vukotic, Ilija ; Weaver, Christopher",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
